Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date,Number_of_Customers,Engagement_Score2,Engagement_Score3
CID14713,Alpha Innovations,Search,Men 18-24,36,Instagram,10.11,428.29,49.26,Chicago,German,5636,32016,99.19,Tech Enthusiasts,8/26/2024,859,96.19,99.19
CID14714,TechCorp,Display,Men 18-24,51,Email,3.66,522.31,11.14,New York,German,7181,34025,53.6,Foodies,11/8/2023,352,50.6,47.6
CID14715,TechCorp,Email,All Ages,21,Google Ads,3.04,753.11,12.6,Miami,English,2376,20759,66.7,Health & Wellness,9/1/2024,311,63.7,66.7
CID14716,NexGen Systems,Influencer,Women 35-44,10,Google Ads,5.22,566.74,35.52,Miami,French,4683,24973,69.2,Tech Enthusiasts,7/4/2024,816,66.2,69.2
CID14717,Innovate Industries,Email,Men 18-24,99,Email,4.16,331.97,28.09,Houston,English,3187,32649,57.88,Health & Wellness,8/17/2024,245,54.88,51.88
CID14718,Alpha Innovations,Influencer,Men 18-24,11,Instagram,6.47,100.72,35.01,Chicago,English,9130,25752,93.56,Tech Enthusiasts,8/19/2024,405,90.56,93.56
CID14719,NexGen Systems,Email,Men 25-34,74,Website,8.84,690.69,11.65,Los Angeles,German,2500,36012,57.88,Tech Enthusiasts,4/8/2024,574,54.88,57.88
CID14720,DataTech Solutions,Influencer,Women 25-34,93,Google Ads,6.8,299.66,33.86,Los Angeles,French,9898,17720,69.66,Fashionistas,4/5/2024,591,66.66,69.66
CID14721,Innovate Industries,Display,All Ages,28,Email,7.35,899.73,14.58,Chicago,German,2650,41217,53.08,Tech Enthusiasts,8/22/2024,745,50.08,47.08
CID14722,DataTech Solutions,Email,Women 25-34,93,YouTube,6.81,251.79,20.05,New York,French,2258,21231,81.44,Outdoor Adventurers,4/14/2024,413,85.44,81.44
CID14723,TechCorp,Influencer,Women 35-44,90,Facebook,6.68,928.1,20.36,Chicago,Spanish,3377,16356,70.54,Health & Wellness,5/7/2024,799,67.54,70.54
CID14724,DataTech Solutions,Search,Men 18-24,18,Email,18.23,848.77,59.78,Houston,French,11440,23151,59.93,Tech Enthusiasts,4/24/2024,892,56.93,53.93
CID14725,Innovate Industries,Display,Women 35-44,39,Website,5.73,541.97,18.24,Los Angeles,French,5216,42532,57.44,Outdoor Adventurers,2/21/2024,708,54.44,57.44
CID14726,Alpha Innovations,Influencer,Men 25-34,54,Google Ads,5.59,584.18,23.27,Miami,Spanish,5667,22700,74.76,Tech Enthusiasts,7/22/2024,452,78.76,74.76
CID14727,DataTech Solutions,Influencer,All Ages,39,Facebook,6.28,358.11,26.74,Chicago,German,7144,26335,75.34,Fashionistas,6/11/2024,253,72.34,75.34
CID14728,DataTech Solutions,Social Media,Men 18-24,75,Email,8.98,559.35,16.03,New York,Spanish,6466,24228,58.36,Health & Wellness,8/4/2024,166,55.36,52.36
CID14729,TechCorp,Display,Men 25-34,36,Email,5.87,306.96,11.46,Chicago,German,7829,37876,56.76,Foodies,9/19/2023,383,53.76,50.76
CID14730,Alpha Innovations,Social Media,Women 35-44,54,Facebook,15.1,912.3,28.65,New York,Spanish,14014,18882,78.58,Tech Enthusiasts,1/13/2024,597,75.58,78.58
CID14731,NexGen Systems,Email,Women 25-34,22,Website,6.91,143.86,27.04,Chicago,English,3325,28199,64.24,Fashionistas,11/22/2023,226,61.24,64.24
CID14732,DataTech Solutions,Display,All Ages,61,Website,3.78,591.15,5.04,Miami,English,5726,43557,62.08,Outdoor Adventurers,2/14/2024,491,59.08,62.08
CID14733,TechCorp,Influencer,Women 35-44,98,Email,5.4,324.61,28.1,Chicago,German,7957,22393,53.21,Foodies,8/12/2024,472,50.21,47.21
CID14734,Alpha Innovations,Email,Men 25-34,12,Website,3.15,154.63,23.07,New York,German,4800,20393,61.32,Tech Enthusiasts,6/19/2024,214,58.32,61.32
CID14735,TechCorp,Display,Men 25-34,53,Email,2.39,852.81,7.87,New York,French,5016,33526,53.45,Outdoor Adventurers,8/27/2024,649,50.45,47.45
CID14736,Innovate Industries,Search,All Ages,22,Instagram,15.52,665.68,45.64,Miami,French,11398,36565,99.84,Tech Enthusiasts,6/6/2024,847,96.84,99.84
CID14737,Innovate Industries,Email,Women 25-34,96,Instagram,7.5,582.49,10.93,Houston,German,2045,34338,87.55,Fashionistas,4/3/2024,940,91.55,87.55
CID14738,Alpha Innovations,Display,Men 25-34,10,Email,6.64,311.54,10.57,Miami,German,3525,36346,50.61,Tech Enthusiasts,6/15/2024,619,47.61,44.61
CID14739,Alpha Innovations,Social Media,Men 18-24,39,Google Ads,14.65,701.71,19.67,New York,Spanish,13564,13238,69.09,Foodies,1/6/2024,201,66.09,69.09
CID14740,NexGen Systems,Email,Women 25-34,97,Facebook,9.27,916.92,15.4,New York,German,3533,24131,70.1,Foodies,9/25/2023,116,74.1,70.1
CID14741,NexGen Systems,Influencer,Women 25-34,15,Email,8.51,931.48,24.14,New York,Spanish,8509,25687,58.02,Foodies,6/8/2024,557,55.02,52.02
CID14742,Innovate Industries,Influencer,Men 25-34,59,Website,11.64,874.51,38.59,Los Angeles,Spanish,4462,25922,62.97,Fashionistas,7/23/2024,485,59.97,62.97
CID14743,Alpha Innovations,Display,Women 35-44,43,Facebook,4.38,967.3,16.81,Los Angeles,German,4660,48673,74.06,Health & Wellness,7/8/2024,879,71.06,74.06
CID14744,Alpha Innovations,Influencer,All Ages,65,YouTube,5.19,787.83,29.21,Houston,German,3491,22359,79.88,Health & Wellness,1/15/2024,186,76.88,79.88
CID14745,NexGen Systems,Social Media,Women 35-44,45,Email,14.5,993.72,21.53,New York,English,11705,40963,52.57,Foodies,6/1/2024,320,49.57,46.57
CID14746,Alpha Innovations,Email,All Ages,24,Instagram,7.86,448.46,25.01,Los Angeles,English,2637,35707,85.54,Foodies,6/27/2024,216,82.54,85.54
CID14747,Innovate Industries,Influencer,Men 25-34,29,Website,12.93,370.82,34.96,Chicago,German,3308,17010,64.88,Fashionistas,9/1/2024,967,61.88,64.88
CID14748,DataTech Solutions,Display,Men 25-34,86,YouTube,7.1,507.86,9.72,Miami,English,5271,39957,76.39,Foodies,9/16/2023,852,80.39,76.39
CID14749,Alpha Innovations,Email,Men 25-34,83,Facebook,3.16,612.09,29.22,New York,English,1467,33561,73.34,Tech Enthusiasts,9/23/2023,663,77.34,73.34
CID14750,Innovate Industries,Social Media,Women 25-34,59,Google Ads,16.4,273.24,19.93,Los Angeles,Spanish,6986,29730,70.24,Health & Wellness,9/17/2023,680,74.24,70.24
CID14751,Alpha Innovations,Search,Women 25-34,11,Facebook,11.63,403.99,58.21,Los Angeles,Spanish,5239,21472,78.12,Outdoor Adventurers,12/17/2023,468,82.12,80.12
CID14752,NexGen Systems,Email,Men 18-24,20,YouTube,4.76,671.57,19.08,Chicago,Spanish,4373,35951,83.61,Fashionistas,2/1/2024,634,80.61,83.61
CID14753,TechCorp,Display,Women 25-34,57,Instagram,7.07,819.15,8.33,Los Angeles,English,4369,45391,87.33,Health & Wellness,11/29/2023,331,91.33,87.33
CID14754,Alpha Innovations,Social Media,Women 25-34,49,Google Ads,17.83,129.02,19.2,Miami,Spanish,5474,15571,69.97,Fashionistas,10/10/2023,456,66.97,69.97
CID14755,TechCorp,Social Media,Women 35-44,14,Google Ads,14.01,254.87,27.38,Los Angeles,French,13267,16750,73.13,Fashionistas,12/1/2023,243,70.13,73.13
CID14756,Innovate Industries,Social Media,Men 18-24,56,Email,14.29,733.43,16.99,Chicago,English,6006,15301,51.95,Outdoor Adventurers,8/5/2024,199,48.95,45.95
CID14757,Alpha Innovations,Social Media,Men 18-24,83,Website,16.59,969.6,21.92,New York,Spanish,13023,10627,60.72,Tech Enthusiasts,9/28/2023,674,57.72,60.72
CID14758,Innovate Industries,Email,Men 18-24,66,Facebook,6.54,154.13,16.1,New York,French,1935,20724,76.29,Health & Wellness,12/4/2023,407,73.29,76.29
CID14759,Alpha Innovations,Search,Women 35-44,16,Facebook,18.07,783.39,59,Los Angeles,German,11292,21049,76.05,Fashionistas,5/20/2024,311,73.05,76.05
CID14760,NexGen Systems,Search,Women 25-34,57,Instagram,12.83,307.61,54.09,Chicago,French,8920,31180,94.57,Health & Wellness,4/30/2024,908,98.57,94.57
CID14761,Alpha Innovations,Display,Women 35-44,69,Facebook,7.51,283.31,8.37,Miami,Spanish,4348,47070,74.31,Health & Wellness,4/26/2024,360,71.31,74.31
CID14762,Innovate Industries,Display,Women 35-44,55,Instagram,6.59,782.64,14.12,Chicago,English,7267,37183,94.46,Health & Wellness,9/4/2024,291,91.46,94.46
CID14763,Innovate Industries,Influencer,Women 25-34,69,YouTube,11.91,119.28,26.6,New York,French,5899,28428,78.94,Fashionistas,11/23/2023,647,82.94,78.94
CID14764,Alpha Innovations,Search,Men 25-34,16,YouTube,13.08,301.17,40.32,New York,English,8317,33922,76.38,Tech Enthusiasts,1/24/2024,945,80.38,76.38
CID14765,NexGen Systems,Influencer,Women 35-44,65,Email,9.63,380.78,26.49,New York,English,6008,29966,54.19,Foodies,4/12/2024,906,51.19,48.19
CID14766,TechCorp,Search,Men 18-24,98,Facebook,16.32,343.44,44.69,Los Angeles,Spanish,7130,35756,70.15,Foodies,4/9/2024,349,67.15,70.15
CID14767,Alpha Innovations,Social Media,All Ages,84,Instagram,16.61,498.34,24.51,Miami,English,6325,38547,96.97,Fashionistas,12/29/2023,890,93.97,96.97
CID14768,Alpha Innovations,Influencer,Men 25-34,94,Facebook,14.13,486.48,26.09,Los Angeles,Spanish,4280,15899,71.92,Outdoor Adventurers,2/21/2024,578,75.92,71.92
CID14769,TechCorp,Influencer,Men 25-34,42,YouTube,14.84,484.17,23.82,Los Angeles,Spanish,6280,26176,75.55,Health & Wellness,7/17/2024,879,79.55,75.55
CID14770,Innovate Industries,Email,Men 25-34,14,Instagram,6.73,341.77,10.51,Houston,Spanish,3622,24259,94.88,Tech Enthusiasts,10/22/2023,105,98.88,94.88
CID14771,Alpha Innovations,Influencer,Men 25-34,49,Facebook,7.13,413.92,20.96,Miami,Spanish,6486,25549,71.55,Fashionistas,6/7/2024,372,75.55,71.55
CID14772,NexGen Systems,Display,All Ages,15,Instagram,4.76,543.11,17.59,New York,Spanish,5675,31686,91.33,Tech Enthusiasts,9/9/2024,723,88.33,91.33
CID14773,DataTech Solutions,Influencer,Men 25-34,89,Google Ads,13.81,935.81,30.87,Miami,French,7316,20497,68.24,Outdoor Adventurers,3/21/2024,637,65.24,68.24
CID14774,Alpha Innovations,Email,Women 35-44,38,YouTube,3.61,663.86,23.72,Chicago,Spanish,1703,28581,79.28,Outdoor Adventurers,8/16/2024,611,76.28,79.28
CID14775,Alpha Innovations,Social Media,Women 35-44,60,Email,17.22,969.86,14.55,Los Angeles,Spanish,13646,49697,52.64,Tech Enthusiasts,6/5/2024,633,49.64,46.64
CID14776,TechCorp,Search,Women 25-34,30,Website,16,175.8,43.99,Houston,French,4066,20237,58.3,Outdoor Adventurers,11/9/2023,890,55.3,58.3
CID14777,Innovate Industries,Social Media,Men 25-34,68,Website,12.91,363.54,11.31,New York,French,14000,13926,57.22,Health & Wellness,8/19/2024,481,54.22,57.22
CID14778,DataTech Solutions,Social Media,Women 25-34,20,Instagram,17.99,155.76,29.71,Los Angeles,Spanish,9883,42935,92.29,Fashionistas,2/24/2024,900,96.29,92.29
CID14779,Innovate Industries,Social Media,Women 25-34,27,Instagram,11.63,685.48,15.99,Houston,English,6967,20455,99.46,Tech Enthusiasts,5/2/2024,750,103.46,104.46
CID14780,TechCorp,Social Media,Women 25-34,70,Website,10.41,682.53,21.9,Miami,Spanish,14775,18000,55.66,Outdoor Adventurers,9/14/2023,167,52.66,55.66
CID14781,TechCorp,Search,All Ages,21,YouTube,19.44,275.98,46.15,Chicago,Spanish,10809,27848,84.78,Tech Enthusiasts,1/29/2024,436,81.78,84.78
CID14782,Alpha Innovations,Social Media,Men 18-24,63,Google Ads,9.9,422.95,13.61,Los Angeles,Spanish,6584,19204,69.02,Foodies,11/19/2023,651,66.02,69.02
CID14783,Innovate Industries,Search,All Ages,95,Email,10.81,681.58,53.7,New York,French,10087,37663,50.59,Health & Wellness,4/26/2024,488,47.59,44.59
CID14784,DataTech Solutions,Influencer,Women 35-44,74,YouTube,11.04,311.01,21.05,Houston,German,3565,18252,78.56,Tech Enthusiasts,3/15/2024,584,75.56,78.56
CID14785,DataTech Solutions,Display,Men 18-24,53,Facebook,4.11,964.46,16.3,Houston,Spanish,5640,40799,78.53,Foodies,1/19/2024,408,75.53,78.53
CID14786,DataTech Solutions,Search,Women 35-44,86,Instagram,13.15,167.63,48.65,Los Angeles,French,10439,37628,92.18,Health & Wellness,9/14/2023,783,89.18,92.18
CID14787,DataTech Solutions,Email,Women 25-34,27,Facebook,2.36,386,19.94,Los Angeles,Spanish,3058,26648,78.32,Outdoor Adventurers,9/12/2023,238,82.32,78.32
CID14788,TechCorp,Email,Women 35-44,20,Instagram,8.61,924.17,15.84,New York,French,1882,23332,94.79,Foodies,12/24/2023,721,91.79,94.79
CID14789,TechCorp,Display,Men 18-24,95,Google Ads,4.53,437.53,13.38,New York,English,2225,44621,68.15,Tech Enthusiasts,12/2/2023,691,65.15,68.15
CID14790,Alpha Innovations,Display,Men 25-34,64,Instagram,6.44,680.75,9.65,Houston,English,4157,33241,99.61,Fashionistas,4/3/2024,530,103.61,99.61
CID14791,Innovate Industries,Search,Men 25-34,33,Instagram,14.61,108.23,43.06,New York,German,5534,21927,96.28,Fashionistas,4/22/2024,599,100.28,96.28
CID14792,TechCorp,Display,Men 25-34,22,YouTube,6.43,208.9,15.14,Chicago,German,7380,48933,80.43,Outdoor Adventurers,4/11/2024,759,84.43,80.43
CID14793,NexGen Systems,Social Media,Women 25-34,36,Facebook,16.85,634.65,25.45,Los Angeles,Spanish,12924,15742,77.97,Health & Wellness,6/30/2024,521,81.97,77.97
CID14794,NexGen Systems,Display,Men 18-24,24,Facebook,5.66,802.47,10.86,Houston,German,6395,31960,72.66,Tech Enthusiasts,11/19/2023,867,69.66,72.66
CID14795,NexGen Systems,Display,All Ages,93,Instagram,5.38,348.11,19.94,Miami,French,3047,44946,87.58,Outdoor Adventurers,6/15/2024,408,84.58,87.58
CID14796,DataTech Solutions,Email,Women 25-34,35,Website,5.4,245.29,20.95,New York,German,2696,23009,59.84,Fashionistas,2/11/2024,560,56.84,59.84
CID14797,DataTech Solutions,Search,Men 25-34,10,Instagram,13.09,823.28,48.85,Los Angeles,French,11074,30680,93.48,Outdoor Adventurers,5/4/2024,955,97.48,93.48
CID14798,Alpha Innovations,Email,All Ages,84,Instagram,6.78,701.46,28.39,New York,English,3876,38856,85.78,Tech Enthusiasts,3/14/2024,429,82.78,85.78
CID14799,TechCorp,Search,Women 35-44,27,Website,17.36,127.87,45.07,Chicago,French,7114,36585,55.16,Foodies,4/17/2024,935,52.16,55.16
CID14800,NexGen Systems,Display,Women 25-34,30,Facebook,7.66,231.48,13.81,Chicago,French,7071,43681,72.53,Tech Enthusiasts,8/6/2024,580,76.53,72.53
CID14801,DataTech Solutions,Social Media,Men 18-24,31,YouTube,16.18,745.28,28.89,New York,Spanish,12105,46893,84.01,Foodies,3/20/2024,722,81.01,84.01
CID14802,Alpha Innovations,Display,Men 18-24,39,Google Ads,6.82,862.45,16.52,New York,Spanish,3523,37091,65.02,Outdoor Adventurers,11/29/2023,427,62.02,65.02
CID14803,Alpha Innovations,Search,Men 25-34,16,YouTube,12.63,255.06,53.25,Los Angeles,French,6834,28197,84.43,Foodies,12/7/2023,954,88.43,84.43
CID14804,TechCorp,Social Media,Men 25-34,10,Website,14.96,770.79,19.42,Chicago,Spanish,14361,41912,63.83,Fashionistas,2/1/2024,638,60.83,63.83
CID14805,Alpha Innovations,Social Media,Women 35-44,23,YouTube,12.45,835.63,13.41,Miami,French,5018,15152,82.61,Tech Enthusiasts,3/17/2024,698,79.61,82.61
CID14806,DataTech Solutions,Social Media,Women 35-44,75,Facebook,17.94,942.72,21.16,New York,Spanish,10778,45361,76.75,Health & Wellness,9/3/2024,686,73.75,76.75
CID14807,NexGen Systems,Social Media,Men 18-24,84,Facebook,8.2,722.45,26.91,Los Angeles,German,11894,46530,72.18,Tech Enthusiasts,4/28/2024,658,69.18,72.18
CID14808,TechCorp,Social Media,All Ages,86,Email,9.79,981.9,12.57,Miami,Spanish,8856,31893,57.82,Tech Enthusiasts,1/30/2024,545,54.82,51.82
CID14809,Innovate Industries,Influencer,Women 35-44,60,Facebook,10.6,339.99,23.4,Houston,German,9903,21535,70.87,Fashionistas,8/30/2024,336,67.87,70.87
CID14810,Alpha Innovations,Display,Women 25-34,22,Google Ads,7.65,695.59,9.36,Houston,French,4121,38700,74.68,Fashionistas,4/11/2024,114,78.68,74.68
CID14811,Innovate Industries,Email,Women 35-44,96,YouTube,5.83,158.21,15.22,Houston,German,3727,38875,75.9,Health & Wellness,2/26/2024,730,72.9,75.9
CID14812,TechCorp,Influencer,Women 25-34,73,Email,14.81,648.38,31.71,Los Angeles,French,4383,25030,51.54,Health & Wellness,4/1/2024,237,48.54,45.54
CID14813,DataTech Solutions,Search,Men 25-34,54,Google Ads,11.8,650.44,55.78,Chicago,German,8288,32832,71.96,Tech Enthusiasts,1/4/2024,662,75.96,71.96
CID14814,Innovate Industries,Display,Women 25-34,78,Google Ads,3.91,105.82,5.66,Los Angeles,Spanish,4476,33014,68.25,Foodies,9/1/2024,278,65.25,68.25
CID14815,NexGen Systems,Social Media,Women 35-44,83,YouTube,12.42,575.35,10.6,New York,Spanish,11259,23659,77.79,Outdoor Adventurers,2/28/2024,895,74.79,77.79
CID14816,Innovate Industries,Influencer,Women 25-34,35,Google Ads,12.17,539.09,22.77,New York,French,8702,24715,71.81,Health & Wellness,12/18/2023,174,75.81,71.81
CID14817,DataTech Solutions,Influencer,All Ages,14,Website,6.59,754.16,27.4,Miami,German,5537,28180,56.12,Fashionistas,12/31/2023,342,53.12,56.12
CID14818,Alpha Innovations,Search,Women 35-44,99,YouTube,18.63,292.07,48.67,Houston,French,4733,36397,76.69,Health & Wellness,3/20/2024,705,73.69,76.69
CID14819,Innovate Industries,Influencer,Men 18-24,67,Google Ads,11.08,880.59,37.95,Houston,English,6031,22498,69.18,Foodies,5/3/2024,666,66.18,69.18
CID14820,Alpha Innovations,Display,All Ages,64,Instagram,3.19,486.78,11.65,Houston,French,5934,47817,99.9,Health & Wellness,10/18/2023,601,96.9,99.9
CID14821,TechCorp,Search,Women 25-34,18,Email,13.09,369.25,52,New York,Spanish,8075,32687,57.36,Health & Wellness,6/24/2024,670,54.36,51.36
CID14822,DataTech Solutions,Email,Women 35-44,27,Email,2.48,658.79,11.84,Miami,English,3704,33787,59.45,Tech Enthusiasts,6/9/2024,553,56.45,53.45
CID14823,Alpha Innovations,Influencer,Men 25-34,19,YouTube,13.36,315.35,37.46,Houston,German,5696,19002,81.9,Health & Wellness,9/30/2023,931,85.9,81.9
CID14824,Alpha Innovations,Display,Men 25-34,14,Facebook,4.45,498.69,9.63,Chicago,German,2634,36854,75.61,Tech Enthusiasts,9/13/2023,733,79.61,75.61
CID14825,Alpha Innovations,Influencer,Women 25-34,76,YouTube,14.19,555.21,38.95,Miami,English,7190,26281,79.54,Fashionistas,6/30/2024,156,83.54,79.54
CID14826,DataTech Solutions,Influencer,All Ages,99,Email,12.19,800.91,20.98,Los Angeles,German,5212,18601,50.7,Health & Wellness,12/25/2023,791,47.7,44.7
CID14827,Innovate Industries,Social Media,Men 25-34,14,Google Ads,10.71,851.27,11.81,Chicago,Spanish,12795,39754,66.13,Foodies,2/10/2024,286,63.13,66.13
CID14828,NexGen Systems,Email,All Ages,83,Website,5.13,150.15,11.73,Chicago,German,2474,29746,63.31,Tech Enthusiasts,4/2/2024,232,60.31,63.31
CID14829,NexGen Systems,Influencer,Men 25-34,37,Email,8.39,117.15,23.76,Chicago,Spanish,8555,17612,51.57,Fashionistas,5/21/2024,584,48.57,45.57
CID14830,Alpha Innovations,Influencer,Men 18-24,29,Website,14.87,141.9,36.15,Houston,German,9430,25582,55.1,Fashionistas,5/18/2024,706,52.1,55.1
CID14831,DataTech Solutions,Search,Men 18-24,36,Email,19.59,174,43.91,Chicago,French,6818,26445,52.03,Health & Wellness,2/11/2024,665,49.03,46.03
CID14832,Alpha Innovations,Influencer,Women 25-34,84,Instagram,11.47,416.23,37.3,Miami,French,7706,28846,89.85,Health & Wellness,11/25/2023,832,93.85,89.85
CID14833,TechCorp,Search,Women 25-34,63,YouTube,17.67,949.4,43.16,Chicago,English,6256,27702,78.19,Outdoor Adventurers,5/23/2024,256,82.19,78.19
CID14834,Alpha Innovations,Email,Women 35-44,88,Google Ads,5.7,993.89,25.57,Houston,Spanish,1199,22410,66.77,Foodies,6/16/2024,417,63.77,66.77
CID14835,NexGen Systems,Influencer,Women 25-34,96,Facebook,6.15,658.34,22.45,New York,English,8839,18110,77.3,Health & Wellness,10/4/2023,782,81.3,77.3
CID14836,DataTech Solutions,Influencer,All Ages,97,YouTube,8.07,740.57,30.37,New York,French,8266,17828,77.63,Fashionistas,2/5/2024,408,74.63,77.63
CID14837,Alpha Innovations,Social Media,Men 18-24,22,Instagram,12.97,207.56,28.48,Houston,Spanish,12447,47723,89.2,Tech Enthusiasts,4/20/2024,995,86.2,89.2
CID14838,TechCorp,Email,Women 25-34,89,Email,4.76,392.6,18.11,Los Angeles,English,1961,22541,50.19,Tech Enthusiasts,8/15/2024,662,47.19,44.19
CID14839,Alpha Innovations,Email,Women 25-34,39,Email,1.08,688.97,25.01,Miami,Spanish,1245,39183,52.53,Fashionistas,4/3/2024,629,49.53,46.53
CID14840,DataTech Solutions,Influencer,Women 25-34,69,Facebook,9.29,925.15,28.3,Los Angeles,German,9616,15404,70.31,Health & Wellness,5/24/2024,224,74.31,70.31
CID14841,NexGen Systems,Social Media,Women 35-44,56,Facebook,16.93,751.39,26.25,Los Angeles,French,8206,43100,76.56,Fashionistas,9/20/2023,757,73.56,76.56
CID14842,Innovate Industries,Influencer,Men 25-34,40,Facebook,10.19,913.96,37.76,Los Angeles,English,7902,16735,71.04,Outdoor Adventurers,6/1/2024,318,75.04,71.04
CID14843,NexGen Systems,Social Media,Women 25-34,53,Email,14.26,954.61,27.25,Chicago,German,13544,40692,59.42,Outdoor Adventurers,5/30/2024,749,56.42,53.42
CID14844,Alpha Innovations,Social Media,Women 25-34,38,Website,13.25,293,11.68,Los Angeles,German,13738,27007,59.7,Outdoor Adventurers,1/16/2024,261,56.7,59.7
CID14845,Innovate Industries,Search,Men 18-24,25,YouTube,19.46,292.02,56.8,New York,English,9018,29683,80.27,Tech Enthusiasts,3/22/2024,465,77.27,80.27
CID14846,TechCorp,Email,Women 35-44,80,YouTube,6.58,922.73,14.8,Chicago,Spanish,4653,31660,75.26,Tech Enthusiasts,7/26/2024,528,72.26,75.26
CID14847,DataTech Solutions,Email,Women 35-44,41,YouTube,7.24,962.72,16.36,Miami,English,1273,39898,84.57,Health & Wellness,12/16/2023,564,81.57,84.57
CID14848,Alpha Innovations,Influencer,Men 18-24,79,Website,7.11,722.1,34.03,Miami,French,6727,22969,55.88,Outdoor Adventurers,1/30/2024,219,52.88,55.88
CID14849,NexGen Systems,Display,Women 25-34,39,YouTube,3.19,768.8,11.58,Chicago,Spanish,7608,44789,79.54,Fashionistas,4/7/2024,350,83.54,79.54
CID14850,Alpha Innovations,Influencer,Men 25-34,64,Instagram,6.23,935.91,20.86,New York,Spanish,5148,17778,97.14,Health & Wellness,1/18/2024,153,101.14,97.14
CID14851,TechCorp,Email,Men 18-24,17,Email,6.24,963.32,14.9,Los Angeles,French,1268,26383,59.29,Outdoor Adventurers,5/22/2024,808,56.29,53.29
CID14852,NexGen Systems,Search,Men 25-34,38,Google Ads,14.92,175.66,53.84,Los Angeles,Spanish,8120,27667,65.78,Outdoor Adventurers,4/28/2024,649,62.78,65.78
CID14853,TechCorp,Email,All Ages,38,Instagram,2.33,888.58,12.42,Miami,English,4525,30856,85.42,Foodies,5/9/2024,971,82.42,85.42
CID14854,Alpha Innovations,Influencer,Women 25-34,55,Website,7.27,963.52,31.98,Houston,French,3008,23201,57.1,Tech Enthusiasts,10/5/2023,113,54.1,57.1
CID14855,TechCorp,Email,Men 18-24,99,Website,1.46,857.17,17.75,New York,German,1095,25587,55.13,Fashionistas,6/13/2024,500,52.13,55.13
CID14856,NexGen Systems,Email,Women 25-34,93,Google Ads,3.46,406.04,19.75,Houston,Spanish,1421,23658,68.72,Foodies,9/25/2023,346,65.72,68.72
CID14857,Alpha Innovations,Email,Men 18-24,65,Google Ads,4.33,138.52,21.66,Chicago,French,3599,32521,73.75,Fashionistas,12/7/2023,251,70.75,73.75
CID14858,DataTech Solutions,Search,Women 25-34,22,Google Ads,18.44,749.88,52.4,Chicago,German,10565,29958,74.57,Fashionistas,3/1/2024,288,78.57,74.57
CID14859,Innovate Industries,Social Media,Men 18-24,38,Email,8.87,952.23,20.05,Houston,French,5720,35654,52.15,Foodies,9/2/2024,621,49.15,46.15
CID14860,DataTech Solutions,Search,All Ages,83,Google Ads,15.35,643.78,46.16,Chicago,English,5179,28333,71.59,Foodies,2/17/2024,511,68.59,71.59
CID14861,NexGen Systems,Social Media,Men 25-34,75,Facebook,17.9,421.94,23.4,New York,German,13776,13589,71.83,Tech Enthusiasts,3/22/2024,344,75.83,71.83
CID14862,Alpha Innovations,Influencer,Women 35-44,55,Email,9.34,546.41,21.01,Houston,French,8685,24766,56.02,Foodies,6/20/2024,183,53.02,50.02
CID14863,NexGen Systems,Email,Men 25-34,89,Google Ads,1.69,634.15,29.59,Chicago,French,4924,36923,66.25,Health & Wellness,12/28/2023,453,63.25,66.25
CID14864,Innovate Industries,Display,All Ages,14,Instagram,3.73,483.9,15.7,New York,Spanish,5251,35296,89.86,Fashionistas,12/30/2023,577,86.86,89.86
CID14865,NexGen Systems,Influencer,Men 18-24,87,Email,11.07,666.39,38.11,Los Angeles,Spanish,9206,26677,57.93,Fashionistas,4/30/2024,837,54.93,51.93
CID14866,NexGen Systems,Influencer,Men 25-34,24,Email,9.44,844.09,38.63,Miami,French,5506,21746,50.43,Tech Enthusiasts,8/3/2024,203,47.43,44.43
CID14867,NexGen Systems,Search,Men 25-34,67,YouTube,19.58,143.49,48.49,Miami,German,6257,35290,80.32,Health & Wellness,10/15/2023,879,84.32,80.32
CID14868,NexGen Systems,Search,Women 35-44,87,Email,17.64,757.85,59.35,New York,French,9408,33900,52.35,Tech Enthusiasts,8/27/2024,964,49.35,46.35
CID14869,DataTech Solutions,Social Media,Men 25-34,58,Instagram,17.57,262.25,27.21,New York,German,13952,33984,98.55,Fashionistas,9/18/2023,835,102.55,98.55
CID14870,TechCorp,Influencer,Men 25-34,50,Google Ads,7.59,134.03,20.37,Chicago,German,6131,16331,73.67,Fashionistas,8/12/2024,202,77.67,73.67
CID14871,NexGen Systems,Email,All Ages,62,Google Ads,6.26,191.13,14.17,Los Angeles,French,2658,34545,73.4,Tech Enthusiasts,12/20/2023,637,70.4,73.4
CID14872,NexGen Systems,Social Media,Men 25-34,23,Instagram,14.2,555.72,23.35,Miami,Spanish,14664,49715,95.58,Foodies,10/16/2023,762,99.58,95.58
CID14873,Innovate Industries,Influencer,Men 18-24,57,Website,7.93,163.95,30.59,Chicago,French,3445,21881,64.4,Health & Wellness,8/6/2024,567,61.4,64.4
CID14874,DataTech Solutions,Search,Men 18-24,23,Website,10.63,280.32,44.33,Los Angeles,French,4184,26583,55.86,Outdoor Adventurers,7/31/2024,290,52.86,55.86
